tweet_id,sentiment,author,content
1961085029,happy,wendyqualls,got nasti argument someon normal like much forgiv well either
1961085313,angry,therealMilie,wast way much paper offic noth worthi almost disgust
1961085903,neutral,Erfgjgwed,love realli simpl think word put twi front clever
1961086177,happy,fourfs,galbladia garden shit hard
1961086361,happy,liefbeertje,chillin bit bore boohoo
1961086432,sad,M3hutch,lay bed sore snuggel domino wanna work today
1961086758,neutral,sleep23rd,aint blanco either yo 100 puerto rican mami yo show muy amor yi tu yo se
1961086765,sad,beckyhope,haha lol go realli lol hobbit n mum like keep revisin beck
1961087162,happy,erkagarcia,would love guy tour realli philippin tour
1961087370,sad,princelmoro,rain go jog hous gym
1961087775,neutral,morganpaige14,ahh hate bbrush teeth hard make gum bleed
1961087899,neutral,brycetheman,realli want home right
1961088409,sad,KristynLoving,thought go fun day
1961088700,neutral,danieirish,work get quick bite eat kill wrist self address 500 envolop
1961088802,neutral,algarcia3505,hot hell mess wish would gone arlington zeta
1961088852,happy,lunajadeX,know feel love relax weekend
1961089041,sad,thehypemanofnyc,felt one tooth without brace bracket got soooo hype
1961089132,neutral,Claudiemonkey,glad alright
1961089735,neutral,your_wonderwall,move nesbitt
1961090291,sad,WindyCityPretty,disgust assumpt regard happen harlem last night 100 correct without read stori first
1961090638,sad,xdiamond_doll,oh foa real didnt realli keep go mani diff stori n stuff hey wish neva
1961091131,sad,DigitalMage,poor wife laid anoth 6 hour doctor order much deal scream babi
1961091640,angry,flossiebella,mean gonna pizza tonight go
1961091768,happy,Daffydil,oh dear sorri laugh
1961091917,angry,chanmaster,omfg dude look well ard put shame
1961092018,happy,UrbanGlamxX,think gangsterrr ass even fit g unit know
1961092031,neutral,gabysslave,unusu
1961092032,happy,amyhillman,hope take good long recov
1961092033,sad,monalisa7872,phylli hyman unsung stori sad
1961092179,sad,zuppalizzle,dear stop snore b move middl bed pleas
1961092306,neutral,soumyadip,site republish blog feed often end higher blog googl search result
1961092410,angry,MochaSweet,come indianapoli
1961092589,neutral,claireyjonesy,hair straight lmao
1961092641,happy,banvan,told guy go get pass go see downtown disney yay
1961092699,sad,Momolio,move make sore dunno gonna make get close
1961092708,sad,meme6,microeconom project ihat subject besid english ilet exam tomorrow waaa help
1961093004,sad,tinampf,shoe hurt feet
1961093070,sad,carriegillmn,love warm weather get rain pleas water bill go bad
1961093718,sad,Norma76,work huge headach
1961093731,happy,ilrakmi,anthem right leav high dri
1961094015,sad,material_elle,feel like shit
1961094361,sad,jacksvalentine,oh dear disturb coffe connoisseur die littl
1961096130,happy,MyInnerJules,omg daon tell watch twilight enuff know
1961096542,sad,inet6,yeah bad
1961096876,neutral,MeganOgilvie,youtub work want watch britain got talent debat piti parti
1961096925,neutral,nataliexedge,emoticon christian
1961097027,neutral,FrazJ,yep
1961097186,neutral,shawnwrites,make nyc huh
1961097495,sad,nurulatiracp,got peopl let skip sci pratic beco skola impt dont wast parent money nt fair
1961098016,happy,Cariboo22,woot interview went awsom get talk mr johnni thought oh well still realli good
1961098072,angry,lady__croft,wow fast next soderl ferrer gill simon lost
1961098214,sad,vikkiblack,knee sore physio
1961098284,sad,tzurriz,hate put toddler dispos rash need ointment hate rash even wors
1961098295,angry,RevSandi,dollarama wish new job
1961099229,angry,tinkerdinkers,im tweet hard dont get
1961099876,neutral,IslaLuna,look show turn brain mush hurt anymor good free onlin one know
1961100573,sad,wandaurias,coffe got cold blah
1961100965,angry,qazimod,look noth like twitter avatar
1961100980,sad,carrrley,lost phone
1961101131,neutral,jfer76,sudden want chines food worst way realli great run food pack sandwich lunch anyway
1961101312,sad,chelle138,keep tri hurt tear cri past month enough
1961101498,sad,micaelak,alway sunni day possibl outsid life get
1961101542,sad,prettykillaCam,get mom feel horribl must think meant thought better brunt
1961101555,sad,ValerieLora,realli look like boy need someon hair
1961102273,sad,Chibs24,14 day slow internet
1961102284,happy,kellyfullagar,omgood back school soon fun
1961102643,neutral,risha_,ad anoth week visa work
1961102764,sad,erkagarcia,see mcfli philippin soon
1961102802,sad,chloeprice,yet back run text ring later xoxo
1961102863,sad,groble,tire headach like sunshin
1961102942,sad,Xaan,blip get work iphon
1961103202,sad,nurulatiracp,got peopl let skip sci pratic beco skola impt cannot wast parent money nt fair
1961103207,neutral,MsRudie,cold
1961103545,happy,jsmith189,listen music box mariah could still sing
1961103935,sad,nikadaimon,die kp gonna upgrad spell first head back eq2
1961104398,angry,ReinaDeFab,hate live fl miss ga like crazi like say dont know got till gone ga mind
1961104402,happy,oldiesclub,manag final get someon left messag earlier today old dog alreadi put sleep
1961104796,happy,kaykandy,final way home
1961104874,happy,leeprovoost,crap break work weekend rule much overload work aargh hate
1961105110,neutral,joshtastic1,revis uni exam loom
1961105300,sad,carmelaramirez,ym meebo ebuddi realli hate us
1961105327,sad,Michellevator,go miss senior much goo
1961105420,sad,emilyrpowell,poor nicol absolut destroy cell phone
1961105835,sad,cy_reen,time three shift row woke 840 work 9 five minut late ugh
1961106094,sad,alexjewels,im listen peopl say eww current frog disect poor froggi
1961106141,happy,cydneyw,finish break dawn last night manag finish 800 page 3 day good sad done w twilight saga
1961106227,neutral,AmyTXu,kate leav lonesom
1961106228,neutral,dedlena,em torrent th b ch tr n nh ang thi n long l ch xu ng u tra
1961106261,sad,Candelarhia,awww sunth wrong w ubertwitt last nite
1961106527,sad,ShropshirePixie,sell mediev trade pavillion v sad
1961107355,sad,Jessaywhat,realli gone chiropractor week today neck hurt bad
1961107438,sad,ficusrock,order new comput unfortun get end june
1961107627,sad,junita,two dozen rose sent overnight deliv morn found recipi town sad
1961107660,happy,anetherealtwist,hate left one slice bread left bag half sandwich
1961108083,happy,Slick2887,get drive dad airport fli vega wsop wanna go vega
1961108117,sad,Seliii,holiday soo bore
1961108255,sad,Prissi2,ewww print new badg thingi 4 work n eww pictur took mani n ugli
1961108587,happy,andrinac,say goodby two best intern elev ever
1961108829,neutral,Berchettie,bad migran need go danc tonight good combin
1961109025,angry,habsfan4ever,geographi next hate
1961109405,sad,Sterlingqc1991,wonder ankl ever stop hurt
1961109695,sad,trennyrenny,guess soul search time sinc home alon one talk
1961110682,sad,t_isfortammy,well atm anyway manag cos music talent ps horribl thing say bout rove
1961111760,happy,mschrager,two ticket amadou miriam tue june 2 use 25 anyon want em face valu good
1961112060,neutral,sophiebaron,sorri mac get onee
1961112642,happy,DisneyBrat,week flew want go see soooo bad weekend
1961112732,neutral,lilymalcolm,stink anyway
1961112834,angry,geefunk,took cutest pic andi yesterday use bro fanci dslr time upload want
1961118935,sad,RoxieDax,realli hurt realli suck know fix serious
1961119105,neutral,emohmeohmy,realli wish could convinc brandon move somewher like want move lexington
1961119393,sad,irisheyes0427,forgot put sunblock get car
1961119517,neutral,judez_xo,r p curl
1961119643,sad,kielstewart,alway hope die see old one make sad
1961120105,sad,LolaAM,go gym today feel bad
1961120517,sad,drumstickboy,guess leg havent heal old injuri still run though kick ball haha sometim fell sharp pain
1961121103,neutral,MysticMartin,london car 500 degre air con
1961121227,neutral,liverlipz,man miss truck much return caus 687 00 month 236 00 in month
1961121339,sad,smileycherry,yeah prom germani although school almost everywher
1961121342,neutral,MaryKayHester,go home get cloth
1961121784,sad,lightmastertech,paypal hate refus let verifi account
1961121802,sad,ALLLLEX,least 30 bug bite leg
1961122392,sad,amylin822,commi finest youtub blogger block china updat us china great wall conquer
1961122488,neutral,MissKnowItAll82,name mixtap mixtap connect move texa gotta find new guy
1961123561,neutral,jnield,round way ahv copi public contact person contact first big deal
1961123841,sad,DJClicheDarknes,fail cook late makin sad duno cook less armi need practic flour tortilla
1961124103,sad,cstandridge21,sound pain sorri got hurt may ask happen
1961124219,angry,RMcD94,scott leav
1961124830,sad,markgskwebb,need get back daili tweet hiatus suck also suck gsn interrupt show air
1961125160,sad,JoshRive,god open cloud said hate josh
1961125306,neutral,markpawl,cran grape lunch
1961125331,sad,__giorgia,hi frenchi later p
1961125428,sad,SidCity,well go peac corp prospect
1961125800,angry,SophieeAyy,same well aint man girl obv nd 14 lol aint no1 special famous rich wish tho xx
1961125914,neutral,AdistaKim,gee total hatin like real mean like duh studi enough need refresh tonit hard
1961126132,neutral,Char_216,work day
1961126569,neutral,dinorahlh,femal male 3 year old lab look new home famili loos home must stay togeth contact interest
1961126623,sad,IetJee16,find youtub concert version help
1961127130,neutral,ysbreker,still figur sad take research know
1961127283,happy,Lesneedsvalium,oh great
1961127330,neutral,dixyisthewalrus,wish could special someon
1961127452,sad,seancoia,forgot much hate pizza deliveri manalapan marlboro scum
1961127684,sad,kevleitch,
1961128309,sad,Mofobian,omfg head
1961128587,sad,cAndyygiRll,job suck
1961129154,sad,CarolElaine,sorri miss
1961129232,angry,mrshaggie810,hate stinkin tire everyday hard get thought suppos start get energi back
1961129234,sad,Politicalrn,think might like twiterfon better tweeti recent upgrad twiterfon great none tweeti
1961129258,happy,jimmy_whispas,dj 2 gig 6 20 bk hh fest pleas keep post live date
1961129332,sad,phintch,busi day time tweet bmore happen weekend
1961129912,neutral,drummerking8,eat hall cuz sour throte
1961130007,sad,famously_blonde,good enough
1961130016,neutral,ejsgirl,well go work
1961130541,sad,xlyss116,missss friend plav time long day work hahah
1961131652,sad,hazelfaye30,tire
1961131655,sad,mijigonzales,michael porter haunt ugh five forc rememb 9 strategi competit advantag
1961132008,sad,chelsea_playboy,pretti took like hour ursssss
1961132017,angry,qtpinkbuble,fuck toni
1961132379,neutral,Elricadon,cash look trade find
1961132614,sad,backwatersteve,bummer go tri make commit afraid got way next time hope
1961132632,happy,garryism,total except ride sidewalk like kid lot safe road crazi driver
1961132963,happy,lilee89,hope find store take us
1961133338,sad,Libolio,tire sad
1961133834,happy,agentla,shop therapuet better need financ therapi howev
1961134160,neutral,neptune06,wet dirti one
1961134229,happy,anoopr87,look like anoth sober weekend ahead
1961134327,sad,KLBarber,tri edit page add name pop list pleas
1961134360,sad,Richdhong,good
1961134407,sad,oni_onka,loadsa shizz happend im upset
1961134415,neutral,FabiolaParamita,miss laugh till stomach hurt
1961134439,sad,jordynbabylove,life suck
1961134870,happy,khcrybaby,glad nice gray sky raini wisconsin
1961135354,angry,eagerxeyes,wait yet pleas let
1961135475,sad,NinaPierce,ugh poor beauti girl went new tire inspect sticker 590 repair still tire
1961136154,sad,jsmith189,careless vocal
1961136350,sad,koltregaskes,freesat coverag sky dish realli realli bad moment block place realli annoy
1961136418,sad,jw37643,irrit send email receiv
1961136541,sad,benhayman,comput die
1961136545,sad,dirkt,confer call hp gave invalid pass code attend
1961136714,sad,AmandaSena,thought split estat depress cours kid like thought parent die
1961136959,sad,Moyf,dead bore also dead poor student life piss take
1961137047,neutral,truk77,got pool still box need level suitabl patch ground set
1961138116,happy,xXRhiannon,play guitar hero let steam see mr unreli strike funni
1961138211,sad,jackie1211,massiv headach
1961138624,happy,linseylou,friday sun work insid
1961138650,neutral,ikapai,goodby mountain fb
1961138810,sad,NtYrAvrgDmbBlnd,head thump
1961138990,sad,illage2,hate fallout 3 keep make jump also low health money ammo food worri get
1961139081,sad,squishy3000,annoy miss mitch benn lemon tree damn
1961140229,sad,MehlAmKnie,oh crash ball pump
1961140237,sad,SirPsycho84,true never like never
1961140626,angry,epinardscaramel,open offic writer weird need word open word document correct
1961140852,happy,LittleWaltz,oh noe puma hoodi come apart love thing
1961140938,neutral,Katie_Welch,need go sleep 4am tonight exhaust
1961141324,sad,AdamRowley,wish garden could bbq tonight might set loung bbq type thing work fridayfirehazzard
1961141484,angry,ItsToni,rain pour true sorri hate kinda time
1961141509,sad,timscythe,sad day told student last year lot cri sinc
1961141962,sad,aDevilInMe,slovakian countri side refresh chang compar tarmac car citi boy need tarmac
1961141985,sad,frickxx,aww horribl xd
1961142222,sad,emmyinabox,leav forev miss much
1961142780,neutral,Bambi429,yes seem way page found
1961143014,neutral,iyaitssuzanne,work
1961143292,sad,JoshBerry26,oh tire
1961143641,happy,beth_warren,know yet word hope though good stuff happen late get excit
1961144129,neutral,charachoo,
1961144402,neutral,robertsonstu,laptop thrown paddi bounc half live set wav need new laptop new copi ableton hey ho mtfbwi
1961144522,sad,annapaulina,thought safe inject today find mom one inject vaccin help
1961144804,neutral,GroleauNET,bug code go forum reg let know work
1961144936,sad,eleganttragedy,poor phone nekkid without cover
1961145133,sad,MeghanJG,accord quarter famili six live poverti
1961145215,neutral,illage2,sorri use tweetdeck let tweet today
1961145561,neutral,LeoWolfe,u beat urself lot stop pleas like nike lol
1961145713,neutral,BbInDaLoop,ate hot food
1961145802,sad,heywriterboy,think prize end sorri hear though
1961146111,happy,megg_xo,reali want go caus nice everybodi busi
1961146319,sad,VersieFullOfFun,hate crave someth eat go get end disappoint ugh
1961146821,neutral,DBordettArt,fun server chang
1961146869,neutral,ireneivy,haha go turn thing tweet phone stupid spammer
1961146939,sad,Krisi19,sorri hope ok xxx
1961147296,sad,blumimsy,alway littl sad see follow realli like decid unfollow
1961147686,happy,jennypoynter,mine cur atm want mine straight lmao
1961147777,happy,nodoubttheboss,got need leav class hour
1961147782,sad,araispoetry,well that exam fail bsc gone
1961148438,sad,m_cowan79,grrr peopl suck cri anim die natur show peopl sick hunt endang speci
1961148813,sad,introspicere,archi andrew think veronica
1961148964,neutral,repiffer,beat understand
1961149131,sad,RecipeGirl,hard work last two week lose weight fear lose muscl made doc appt injur foot
1961149259,neutral,jenniferquinnc,take deep deep breath
1961149264,neutral,RMata24,disneyland blast yesterday back work
1961149372,sad,xxnamziieexx,saw load ambul polic car car smash roof lie road 1 man dead 4 sure
1961149761,neutral,JamieSMcC,brilliant day today got car wash got wash done go work hour
1961149945,neutral,kuiperactive,unfortun yes outsid
1961150307,sad,MeghanJG,accord quarter famili children six live poverti
1961150946,sad,bumblebeenie,annoy make us girl follow sport knowledg look dumb
1961150985,sad,spontane,hard time use hulu u heard anyon problem use window vista
1961151022,sad,lawsouza,need cancel appt 1 home from1 5 wash machin repair man sorri
1961151360,happy,idoanknow,awww boy beard like man man ness via asylm
1961151552,sad,Strykarian,sorri jj miss post make sure next time
1961151572,sad,angelicanorris,half class call retard hurt real
1961151587,sad,AbbyLipstick,yay play show tonight boo gonna soggi work right play
1961151596,sad,AttainTraffic,rip omar edward kill friend fire nyc
1961151822,happy,JinxCat,good homemad flour tortilla age
1961151838,sad,esirryhat,know im wrong give one chanc senti
1961151864,neutral,ramsesja,big brother done
1961152309,happy,tennjen,aw feel better mandi hope get sick least know nurs hehe
1961152358,sad,callmeKETA,lmaaaooooo horribl poor thing
1961152655,angry,jenniferleighhh,shower back bed sick still
1961152815,sad,KimberlyMorrow,everyth annoy today
1961153481,neutral,kirdyk,anyon got goss yet supernatur convent birmingham wait patient
1961153858,angry,alyssaxmae,weather suck apush film becom mayb least banquet tonight
1961154424,sad,justinmoorhouse,cheer mate still get wednesday ok incred wealthi man
1961154539,sad,BrittAK11,hateee histori rock
1961154556,sad,Badge24,hand hurt
1961170661,sad,MIK0583,lucki girl work day tomorrow mayb even monday
1961170718,sad,RoyaltyGT,kinda bum gonna miss return bg never know like make love
1961170758,sad,hollowlegs,awww mate shitter
1961170786,sad,GruberGirl,never arriv wait monday
1961171018,neutral,mandeemillion,ow hurt
1961171097,sad,bmesz38,need cheer
1961171175,neutral,miklos,listen legal blond music soundtrack lament go anymor perhap buy noseble seat go alon
1961171231,neutral,ItSMeKeNyaDoLL,cash u kno hater jus upset updat yet
1961171317,sad,_SashaT,ugh sleepi think still kinda sick
1961171334,sad,jasonflute,venus william horribl day offic
1961171340,neutral,technicalfault,pimm
1961171659,neutral,bonnster,dread shop swimsuit
1961171858,sad,lizz_xx,soo tire still kinda angri miss concert
1961172068,sad,AnneDouglas,stupid competit stuff keep get way go get word today kill
1961172504,sad,zombigirlfriend,leav get angri teeth pull
1961172647,sad,Dogbook,wasabi recov surgeri
1961172825,happy,erkagarcia,12am still send much tweet philippin tour pleas
1961172922,neutral,brokencrystal,anymor
1961173273,sad,eriesistible,miley gonna quit hannah montana wanna believ
1961173423,sad,rsb519,wait sun come back school call joey sore throat want summer make lunch love alllllllllllll
1961173792,angry,rose1396,im ground tonight hate stupid silent mode
1961173973,neutral,patpreezy,tire
1961174215,angry,IvanaE,back fuck school
1961174279,sad,kassles7,yeah yeah heck anyway sastch year bail lack expens
1961174373,sad,maryjackson2004,oh boy go loooooong day
1961174382,sad,ariesta1988,1 goal gila last game milan dillemat 4
1961174394,neutral,TheKidBizz,um mr dead sir pleas follow twitter
1961174460,sad,kdauburnfan,guess run littl bit accident fell asleep
1961174539,happy,CuddlyAlex,got sunburnt knee funni bet sting later fab day though x
1961174815,happy,brian_jenkins,ok go outsid wish play basketbal oh well
1961174926,angry,CarpeDemon,mod 360 send back red ring death suck took week get mine back microsoft
1961174990,sad,EricAshley,denni shut winter 50 mile get one
1961175068,sad,BebeMoore,cri real tear
1961175165,sad,graceengle,launch today teacher chang plan watch stupid move tesla
1961175640,happy,amywatters,countdown launch june 2nd oh tempt close love puter faaaaar away
1961175771,sad,boogie_shoes,blow torch broken real bummer
1961176012,neutral,jennidlug,pare collect portrait bangbang
1961176044,sad,BibiAzra,near
1961176385,sad,owensempai,yeah thing go well get feel like felt long long time
1961176734,neutral,clio_jlh,admit like action plot like romanc plot alway make feel like set back feminist caus
1961176839,neutral,HanaStephenson,noth realli sooo bore xx
1961176908,sad,k02squared,get readi wait cor pick josh movi dinner trailer perhap baccck work tomorrow
1961176973,angry,TheWife4life,new car alreadi give problem cant good sign
1961176992,sad,kickuinthetight,forgot lunch one els order stuff boooooo
1961177419,neutral,xMissMelisax,hope im get new window tomorrow still use mum lap birthday tomorrow eve facebook doesnt work somehow
1961177715,happy,jenclapp,great never good jump rope
1961177787,neutral,x3shannon01,know think like die
1961178027,neutral,SusieQcumber,want real key back
1961178192,sad,Tykerq,hmm new sport catalog card jitsu updat appear
1961178216,sad,ExotikGoddess,soo tire get enough sleep
1961178243,sad,BenjyWoollas,monday wont abl love
1961178280,sad,blistereduk,go home sore eye
1961178410,sad,aquenazim,normal ppl consid night problem go sleep nightmar wake
1961178411,sad,k_8_s,day plane work havent leav everyth last minuet
1961178854,sad,Sky2042,ti89 die know
1961178861,sad,misscoffeebean,sad go miss see pennywis year
1961179157,angry,abbyavaryxo,
1961179173,sad,georginagem,one estat agent next door caught sing along wham
1961179186,happy,VIBEAUTY,guess u like den hair cut short lol
1961179513,happy,SquishMitten,that soooo pretti mine havnt flower year
1961179707,angry,brokencrystal,wow still gotten
1961180178,angry,tayalejandro,gangstarr exgirl next girl nas one mic hold still listen guess dont matter
1961180185,happy,missmei,oh difficult nut market home turf
1961180535,sad,beingnobody,ive tri noth work dont think bother sigh
1961181244,neutral,mikehole,wave would trend higher bing
1961181284,sad,husizie,wish go us
1961181483,happy,buonotomato,need watch star trek
1961181828,angry,Maan1981,nou moe stomm banken crisi shit
1961182531,happy,textualoffender,well good luck twpp hour time think way home fun
1961182714,happy,ahsouthwick,damnit neither win
1961182875,sad,ianlisk66,u burnt sorri back front burnt
1961183191,neutral,fitfulfever,
1961183293,sad,Frankiedafish,parti tonight jig
1961183530,neutral,erkagarcia,philippin tour pleas pleas pleas
1961184197,sad,tericee,end work dc gmu short list master 2 start sys eng program 90 never finish
1961184231,angry,dethnyte,link work reason
1961184291,sad,DonnaLloyd,tri get work done happi work situat
1961184782,sad,slwilli,hate move
1961185118,neutral,krissymimi,miss cutoff free chocol eh well bikini season come
1961185244,angry,shortymay,offici apt learn stuff crazi neighbor use live across hall scari
1961185508,sad,BrianRamsey,sooooo drop phone text tweet current bang face spike cover poison ivi infest wall
1961186234,angry,lschuyler,oh kindergarten teacher die mrs collinson alway rememb everi student ever love ladi
1961186575,happy,scottcaution,fun
1961186643,sad,doot2818,missin boo
1961186781,neutral,Mr_McFox,mani wire sort
1961186788,angry,ShenaBena,drop sistah lax fb
1961186826,angry,catieluna,chicken noodl soup made lunch feel better burn tongu good day
1961186910,sad,listendontpanic,sit deck read psycholog note ipod dog far warm
1961187726,sad,Dave__Myers,murray got broken
1961187746,angry,cruisesbytoni,gogowww come deal like houston
1961187863,angry,madeinkowloon,reeeaaaalli though ew hate stock
1961188006,sad,soffkid,go good center parc els went xxxxxxx
1961188370,sad,sesuncedu,unc budget cut may rise 18
1961188382,sad,CountryKTKnits,enjoy yummi salad miss avocado happen husband groceri shop
1961188464,happy,bengreg,realli want go net
1961188627,happy,redswingline,stapler haiku whar night woo hoo yeah beauti night parti oop stapler
1961188926,happy,JoshBerry26,miss lol plaid bud haha damn bg right
1961189005,neutral,parttimenerd,ram upgrad done ff still slow disabl add on sure one make cut honest like sophi choic
1961189207,angry,naytv,finish bio mol mind map stupid sheet hid section back
1961189638,sad,dailyuncooking,kill dill plant happen dill great sudden dead
1961189720,angry,belasales,aaaaaaaaaaa mcfli
1961190120,angry,Boilersfan1,booooor learn though
1961190230,happy,yoomyee,time work
1961190580,sad,poinktoinkdoink,trade ipod brother cellphon phone die e
1961190858,sad,peacelovegators,82 degre gorgeous stuck librari midterm 2 hour lame
1961190913,sad,SelArom,ur linki worki
1961191095,sad,DeannaWoodward,sad leav soon
1961191716,sad,BARACKOKITTY,feel like shit caus couldnt sleep last night went sleep 320 n bk 6 soooo tire
1961191747,neutral,N_adege,pleas forget french fan
1961192464,sad,inflekt,well took earli 00 graduat 01 final stage guinea pig serious wast time
1961192614,angry,SatanicPanic,worst day ever noon
1961192766,neutral,miafresprit,get job keep appli school want teach
1961192897,sad,ElCobra,listen mende discog still think disband loss metal
1961193293,neutral,iyaitssuzanne,repli topic yet lolz welll somethin could repli yanno
1961194220,sad,DaniChristene,friend mock weekend talk
1961194524,angry,redrouged,want ghd straighten ship cost 50 pound deal
1961194683,sad,LukasVandenberg,fuck awak 2 hate sick
1961195335,neutral,msgack,seem access restuar citi due internet javascript problem
1961195969,sad,sinergystarfall,pull direct know go
1961196045,sad,sumit84,real bad headach
1961196059,sad,MajorStone,
1961196206,sad,djserts,fuccin bacc hurt drag long blocc piec wood corner garag
1961196357,sad,_beck_,hope present went well today tweet yr campus tomorrow around lunch time onward
1961212401,sad,shoKjam,wanna know wors cowork brew fresh cup coffe think bacon
1961212760,neutral,taylor_bsstt,clean
1961212767,angry,afkilla,wait time get whenev feel like
1961212813,angry,ladymix,son bitch media thing stream music home work itun play music iphon
1961212834,sad,arosefull,oh hope bad sound
1961213348,neutral,DanielleSinger,want gooo
1961213412,sad,briangoff,bad
1961213849,sad,alex252,found abuelo aguadilla well
1961213958,happy,erkagarcia,tour philippin sometim lot fan would realli love
1961214088,happy,RounNiez,hey love what voic shot what new
1961214279,sad,songbird727,tri get swimmer ear go away
1961214321,happy,tickedypoph,100 follow gosh darn good mood atm might bbq later heat waaaav 3
1961214593,sad,Cyberela,rip michael
1961214653,sad,hamaddar,exam kinda near week 2 project yet submit almost fail one subject may allah save
1961215208,angry,hellokatelyn,starfleet one even romulin one like random one dont rememb ha cant wear lame
1961215257,sad,p_strange,omg im bad mood 2day wat ppl doin2nit
1961215362,happy,Leannnee,straighen hair go straight want bummerrr
1961215445,happy,LeviFig,feel like reboot osx support hibern reboot bootcamp
1961215555,angry,jamesy_duh,dont think ganna text
1961216367,sad,rintachos,last school day tomorrow funnest day ever also realli sad righ ow get readi go moab phil
1961216493,sad,deantrippe,oww even describ much back hurt go go stupid doctor
1961216972,sad,BJKeys,alway miss wont abl commenc foolish til fall come fall visit yay
1961217445,neutral,ShannonCute,dream bacon waffl fresh butter mapl syrup brew coffe
1961217784,neutral,CameronJNP,hi im jonathan spotifi 4 9 99 month u cn unlimit music w interupt luv r littl chat j dont leav
1961217818,angry,axsawyer,poor heather didnt make cheerlead squad im sorri babygirl mayb next year
1961217929,sad,veehot5,aaaaahhhh friday funer 5
1961218037,angry,lauren_alayne,lol bk year go 2 u come yet
1961218139,angry,ktdill,told andrew jt go cameo mtv movi award said piss guess fight
1961218285,happy,andymerrill,hope better weekend
1961218485,sad,calvin_lau,oi ran problem good fix app util call grab work good enough
1961218799,sad,grantmcf,sun make happi shame work tonight x
1961219061,angry,benfulghum,way back dublin omg didnt hit bed 530 sleepi road back good ole dublin p
1961219726,sad,Vlynndawifey,u good repli u fallin sad face
1961219828,neutral,stevieg69,go home back get groceri stuff
1961219854,sad,jramboz,feel pain mine way
1961219902,happy,patrickjames66,im stuck insid elk grove villag work day someon enjoy
1961219914,neutral,mahpoli,acabou
1961220173,sad,LetitiaIvy,sad wish could stay longer last time ill see tonight better wear make
1961220241,sad,redfive202,sad day offic glad friday like get away poor co worker lost son
1961220489,happy,normaltusker,variabl type go help margin error
1961220568,angry,Rascalbear,frustrat u r mood partner work ugh
1961220887,sad,NKArmyTNgirl,ugh got stop bite nail grrrrr
1961221079,sad,BrookieeeW,wish pool
1961221286,sad,DatingGirl,redi med get check strep throat
1961221791,neutral,brufnascimento,broken littl toe vai doctor hoje voc vai na 89fm quero v lo atrav da internet got see
1961222366,happy,Christy5,found six great vegan place eat relax four get without car
1961222411,sad,lileagle14,soooo feel well need get bed
1961222597,sad,rstystam,well done yet 1 thing left huaaahhhhh jupaa resaaaa awa kaliaaannn
1961222929,sad,xoxVinaxox,soooo tire studi subject histori gonna hard help
1961222939,angry,PixelDoggy,ok boo boo daddi took dental bridg front tooth forgot tabl uh oh shiney plastic chew sawwi
1961223189,happy,MarceP,univers hungri
1961224347,neutral,Leah_Liddell,serious quiet lone without bunni
1961224416,sad,Extra_Gorgeous,oh plzzzzz u never time
1961224695,sad,yeahthanks,fml hate css bad find lj layout everyth want
1961224811,sad,thestef25,class sick hungri
1961225081,angry,violetinbloom,ever piss thought meant cast relat wank crap
1961225169,sad,LaRainbow,omg post delet annoy go forum work
1961225337,angry,Gerardo1990,last friday highschool intens one test go econom ewww man
1961225397,happy,CoreyTamas,crap cover whole purs look like pattern
1961225813,sad,KatieVoid,got replac phone text messag call histori gone sad
1961225991,sad,LouiseThornsby,nope im nott plan aunti come america havin big famili meal cant xx
1961226042,neutral,oktak,happen day custom ask ship work address sent anoth one
1961226373,angry,ephaw,even better kapsel cha dy nuli note spertinya gw ga ditag cuz g ada notificationnya huhu
1961226892,sad,Iceflare,kind miss first main male tauren shaman name icewat stuck 61 mayb fetch one day
1961226949,sad,BeckaMoor,right kick
1961227039,neutral,jhummrich,good morn sinc talk keep awesom tweet
1961227194,angry,DTFBertHAHA,ugh hate car miss littl ford focus
1961227427,sad,PeteBlanchard,tonight could kill pint though anoth day
1961227787,sad,EvoTimi,decaf cut right
1961227894,sad,DivasMistress,hmmm realli weird idk one sowwi
1961228020,neutral,yo_sushigirl,beatric rememb guid
1961234861,sad,mikemiele,guess belt thing go sinc hear back sorri stop weekend talk bout ring etc
1961235234,happy,xX_Fer,aww twiter miss today post littl mea movi theater ahah soo coold
1961235319,sad,jenifel,lot thing nico gud news job bad news middl nowher got phone 4 twitter cnt play video
1961235482,angry,UbikYeah,hell know suffer
1961236014,neutral,youaretoofunny,took class 5 minut ago awsom bad graduat next year
1961236025,neutral,hideyourfires,went go check phone messag rememb dont phone anymor
1961236508,sad,Kevrmc,weather make gloomi
1961236510,sad,elpacko,lamentablement paso jrztwitterlunch
1961237275,sad,suzybaby,slow want go home alreadi
1961237351,sad,fleur_de_tulipe,sourish limb prevent gg friday happi 12am v long time even fri
1961237596,neutral,TaraPants,blah work job one day job two night
1961237668,happy,scampbell734,lol okay song catchi get stuck head
1961237914,sad,gennin27,worri someth bad happen today know gonna happen next
1961238151,angry,saretta_lilla,get readi tonight teacher dinner beach rain hate
1961238484,sad,dodadoof,45th st pub anyon tonight dont want lone drunk tonight
1961238560,sad,marmalaina,hurt upset tri smile feel broken insid
1961238727,happy,FabienneFormsma,back manchest what weather sweati
1961238776,angry,MsElvisFrshly,rememb one shit fun got aladdin fun omg wanna play
